age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed
52,Female,"$125,000 and more",Alberta,Less than high school,Yes,Has a partner,English only,No
80,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Has a partner,English only,No
80,Male,"$25,000 to $49,999",British Columbia,Less than high school,Yes,Has a partner,English only,No
57,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,Both English and French,No
26,Male,"$25,000 to $49,999",Alberta,High school diploma,No,Single,Both English and French,Yes
78,Male,"$25,000 to $49,999",British Columbia,Bachelor's degree,No,Single,English only,No
57,Male,"Less than $25,000",British Columbia,Less than high school,No,Single,English only,No
67,Male,"$100,000 to $ 124,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
16,Male,"$50,000 to $74,999",New Brunswick,Less than high school,Yes,Single,English only,No
73,Male,"$25,000 to $49,999",New Brunswick,College or certificate,Yes,Has a partner,English only,No
38,Female,"$125,000 and more",Nova Scotia,College or certificate,Yes,Has a partner,English only,No
49,Male,"$125,000 and more",Saskatchewan,High school diploma,Yes,Has a partner,English only,Yes
79,Male,"Less than $25,000",Ontario,Bachelor's degree,Yes,Has a partner,English only,No
33,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes
44,Female,"$100,000 to $ 124,999",Alberta,Bachelor's degree,Yes,Single,English only,Yes
34,Male,"$50,000 to $74,999",New Brunswick,College or certificate,No,Has a partner,Both English and French,Yes
58,Female,"$125,000 and more",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
22,Female,"$100,000 to $ 124,999",Manitoba,College or certificate,Yes,Single,English only,Yes
31,Female,"$25,000 to $49,999",Manitoba,Bachelor's degree,Yes,Single,English only,Yes
74,Male,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
76,Male,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
36,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,No,Single,English only,Yes
70,Female,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
75,Female,"$50,000 to $74,999",Saskatchewan,Less than high school,Yes,Single,English only,Yes
65,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes
50,Female,"$75,000 to $99,999",British Columbia,College or certificate,Yes,Single,English only,Yes
69,Female,"$125,000 and more",Ontario,High school diploma,Yes,Single,English only,No
43,Female,"Less than $25,000",Ontario,College or certificate,No,Single,English only,No
80,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,No
76,Female,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,English only,No
58,Male,"$125,000 and more",British Columbia,Less than high school,No,Has a partner,English only,Yes
76,Male,"$75,000 to $99,999",Saskatchewan,Bachelor's degree,Yes,Has a partner,English only,Yes
54,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
51,Female,"$75,000 to $99,999",Alberta,High school diploma,No,Has a partner,English only,Yes
47,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes
48,Male,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes
33,Male,"Less than $25,000",Quebec,College or certificate,No,Has a partner,Both English and French,Yes
54,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
34,Female,"$75,000 to $99,999",Alberta,Less than high school,Yes,Has a partner,English only,No
40,Female,"$75,000 to $99,999",Newfoundland and Labrador,Bachelor's degree,No,Has a partner,English only,Yes
68,Male,"$125,000 and more",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes
31,Male,"$75,000 to $99,999",Quebec,College or certificate,No,Single,French only,Yes
67,Female,"$100,000 to $ 124,999",New Brunswick,Less than high school,Yes,Has a partner,Both English and French,No
64,Male,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
61,Female,"$50,000 to $74,999",New Brunswick,Less than high school,Yes,Has a partner,French only,No
34,Female,"$75,000 to $99,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
80,Male,"$50,000 to $74,999",Manitoba,High school diploma,Yes,Has a partner,Both English and French,No
69,Female,"$25,000 to $49,999",Ontario,Less than high school,Yes,Has a partner,English only,No
46,Male,"$125,000 and more",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes
62,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,No,Has a partner,English only,No
64,Female,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,English only,Yes
70,Female,"$100,000 to $ 124,999",Ontario,Above bachelor,Yes,Single,English only,No
78,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,Both English and French,No
29,Male,"$50,000 to $74,999",Prince Edward Island,College or certificate,Yes,Has a partner,English only,Yes
79,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No
62,Female,"$125,000 and more",Prince Edward Island,College or certificate,Yes,Has a partner,Both English and French,Yes
70,Female,"Less than $25,000",British Columbia,Bachelor's degree,No,Single,Both English and French,Yes
48,Female,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes
27,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
66,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
46,Male,"$50,000 to $74,999",Quebec,Less than high school,Yes,Has a partner,French only,Yes
55,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,Yes
40,Male,"$125,000 and more",Newfoundland and Labrador,College or certificate,No,Has a partner,English only,Yes
52,Female,"$25,000 to $49,999",Saskatchewan,College or certificate,No,Single,English only,Yes
58,Female,"$125,000 and more",Nova Scotia,Less than high school,Yes,Has a partner,Both English and French,No
52,Female,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
67,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,No
37,Female,"$75,000 to $99,999",British Columbia,High school diploma,No,Has a partner,English only,Yes
54,Male,"$50,000 to $74,999",Nova Scotia,College or certificate,Yes,Single,English only,Yes
57,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Single,English only,Yes
22,Male,"$25,000 to $49,999",Manitoba,College or certificate,No,Single,English only,Yes
80,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,Both English and French,No
46,Female,"$125,000 and more",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
59,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
60,Female,"$125,000 and more",Alberta,High school diploma,Yes,Has a partner,English only,No
71,Female,"$50,000 to $74,999",Ontario,Less than high school,Yes,Has a partner,English only,Yes
61,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,English only,No
64,Female,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,English only,Yes
55,Male,"$50,000 to $74,999",Saskatchewan,College or certificate,No,Single,English only,Yes
60,Male,"Less than $25,000",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes
23,Male,"$125,000 and more",Quebec,College or certificate,Yes,Single,Both English and French,Yes
65,Male,"$125,000 and more",British Columbia,High school diploma,No,Has a partner,English only,Yes
62,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
29,Female,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,Yes
45,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes
50,Male,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
27,Female,"$100,000 to $ 124,999",Ontario,Above bachelor,No,Has a partner,Both English and French,Yes
69,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes
67,Female,"$125,000 and more",Saskatchewan,College or certificate,Yes,Has a partner,English only,No
70,Female,"$25,000 to $49,999",New Brunswick,Less than high school,Yes,Single,Both English and French,No
37,Male,"$75,000 to $99,999",Nova Scotia,High school diploma,No,Has a partner,English only,Yes
60,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
74,Male,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
60,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,Yes
17,Female,"Less than $25,000",British Columbia,Less than high school,Yes,Single,English only,No
60,Female,"$50,000 to $74,999",Nova Scotia,Bachelor's degree,Yes,Single,English only,Yes
58,Female,"$125,000 and more",Ontario,Less than high school,Yes,Has a partner,English only,Yes
80,Male,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Single,English only,No
64,Female,"$50,000 to $74,999",Nova Scotia,Less than high school,Yes,Has a partner,English only,No
55,Male,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
69,Female,"$50,000 to $74,999",Newfoundland and Labrador,Bachelor's degree,Yes,Single,English only,No
32,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,No,Has a partner,English only,Yes
34,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
73,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,Both English and French,No
23,Male,"Less than $25,000",Ontario,High school diploma,Yes,Single,Both English and French,No
61,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
40,Male,"$100,000 to $ 124,999",Nova Scotia,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Female,"Less than $25,000",British Columbia,High school diploma,No,Single,English only,No
46,Female,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
26,Female,"$50,000 to $74,999",British Columbia,Bachelor's degree,No,Single,English only,Yes
41,Female,"Less than $25,000",Quebec,Above bachelor,Yes,Single,French only,No
47,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
32,Female,"$125,000 and more",British Columbia,Above bachelor,No,Has a partner,English only,Yes
62,Male,"$125,000 and more",Manitoba,High school diploma,Yes,Has a partner,English only,Yes
36,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
41,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,Both English and French,Yes
43,Female,"$75,000 to $99,999",Newfoundland and Labrador,Bachelor's degree,Yes,Has a partner,English only,Yes
30,Female,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
55,Male,"$125,000 and more",Alberta,High school diploma,No,Single,English only,Yes
64,Female,"$125,000 and more",Prince Edward Island,College or certificate,Yes,Has a partner,English only,Yes
63,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,Yes
54,Male,"$75,000 to $99,999",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
77,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,No
60,Female,"$125,000 and more",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
52,Female,"$125,000 and more",Newfoundland and Labrador,High school diploma,Yes,Has a partner,English only,Yes
44,Female,"$125,000 and more",Quebec,Above bachelor,No,Has a partner,Both English and French,Yes
25,Female,"$125,000 and more",Nova Scotia,Bachelor's degree,Yes,Single,English only,Yes
67,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,No
39,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,Both English and French,Yes
24,Male,"$25,000 to $49,999",Ontario,High school diploma,No,Single,English only,Yes
60,Male,"$75,000 to $99,999",Saskatchewan,College or certificate,No,Has a partner,English only,Yes
58,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
64,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,No
30,Female,"$25,000 to $49,999",Ontario,Above bachelor,No,Has a partner,English only,Yes
32,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
58,Male,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
46,Female,"$25,000 to $49,999",British Columbia,High school diploma,No,Single,English only,Yes
56,Female,"$125,000 and more",Ontario,College or certificate,Yes,Single,English only,Yes
34,Male,"$125,000 and more",Alberta,High school diploma,Yes,Has a partner,English only,Yes
71,Male,"Less than $25,000",Saskatchewan,High school diploma,Yes,Single,English only,Yes
60,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
63,Male,"$25,000 to $49,999",Newfoundland and Labrador,College or certificate,Yes,Single,English only,Yes
67,Male,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,English only,No
51,Female,"$100,000 to $ 124,999",Prince Edward Island,Above bachelor,No,Has a partner,Both English and French,Yes
65,Female,"$125,000 and more",British Columbia,Bachelor's degree,No,Has a partner,English only,No
47,Male,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Single,English only,Yes
52,Male,"$75,000 to $99,999",Newfoundland and Labrador,Bachelor's degree,Yes,Single,English only,Yes
59,Female,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Single,English only,Yes
68,Male,"$25,000 to $49,999",British Columbia,High school diploma,No,Single,English only,Yes
65,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
63,Male,"$25,000 to $49,999",Alberta,College or certificate,Yes,Single,English only,No
43,Male,"$75,000 to $99,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes
49,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
25,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
17,Female,"$50,000 to $74,999",Manitoba,Less than high school,Yes,Single,Both English and French,No
40,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
76,Female,"$25,000 to $49,999",British Columbia,Less than high school,No,Single,English only,No
